Category,Blog Rank,Blog Name,Blog Link,Common Hashtags,Username,Top User Tag,User Page Link,Display Name,Status,Date of Birth,Gender,Blood Type,Originally From,Current Location,Occupation
parenting toddlers,90,2児ママのこどもと楽しむくらし,https://ameblo.jp/juno-lifeday/,"['双子', '双子育児', 'エジプト', 'コメントありがとうございます', '', '', '', '', '', '']",juno-lifeday,FALSE,https://www.ameba.jp/profile/general/juno-lifeday/,じゅの,,,,,,,
parenting toddlers,91,キラキラ光る毎日を,https://ameblo.jp/spbeauty/,"['私の買ってよかったもの', '双子', '女の子ママ', '男の子ママ', '楽天お得情報', '', '', '', '', '']",spbeauty,FALSE,https://www.ameba.jp/profile/general/spbeauty/,めい,,,,,,,
parenting toddlers,92,知育大好きワーママのおうち英語＆知育せいかつ。,https://ameblo.jp/chimimi-baby-diary/,"['大人カジュアル', '楽天お得情報', '記事デザイン', 'Tシャツ', '子供服', '育児', '', '', '', '']",chimimi-baby-diary,FALSE,https://www.ameba.jp/profile/general/chimimi-baby-diary/,ちみみ,,,女性,O,,,
parenting toddlers,93,2人の子の天使ママと3人育児（6歳、2歳、0歳）,https://ameblo.jp/haru-mei0206/,"['小学生', '男の子ママ', '夏休み', '小1', 'スイミングスクール', '性被害対策', '', '', '', '']",haru-mei0206,FALSE,https://www.ameba.jp/profile/general/haru-mei0206/,mei,,,,,,,
parenting toddlers,94,Kaede’s family 365 days✩｡:*,https://ameblo.jp/kikichanoide/,"['Eテレ', 'おかあさんといっしょ', 'サザエさん', 'サザエさんじゃんけん', '', '', '', '', '', '']",kikichanoide,FALSE,https://www.ameba.jp/profile/general/kikichanoide/,かえで,,,女性,,,東京都,主婦／主夫
parenting toddlers,95,ダメ人間の毎日の子育てとご飯とか,https://ameblo.jp/07250318m/,"['1歳', 'ワーママ', '義実家', '義母', 'ベビーカー', '', '', '', '', '']",07250318m,FALSE,https://www.ameba.jp/profile/general/07250318m/,Paris,,,,,,,
parenting toddlers,96,そうちゃん成長記録〜ダウン症ボーイ〜,https://ameblo.jp/aporo7639/,"['3歳', '1歳', '保育園', 'こども園', 'アラサー女子', '4歳', '幼稚園', '', '', '']",aporo7639,FALSE,https://www.ameba.jp/profile/general/aporo7639/,あぽろ,,,女性,,,,
parenting toddlers,97,母、妻、嫁、ときどき自分(・∀・),https://ameblo.jp/tonton-maam/,"['小学4年生', '小学生', '女の子ママ', '小学1年生', '義実家', '義母', 'ママ友', 'ピアノ', '', '']",tonton-maam,FALSE,https://www.ameba.jp/profile/general/tonton-maam/,"Siii(* .ˬ.)""",既婚,,女性,,,,
parenting toddlers,98,みんみんブログ〜自閉症児とグレーゾーン〜,https://ameblo.jp/minminblog07/,"['小学校受験', '貯金', '中学受験', '発達障害', 'お受験', '受験', '', '', '', '']",minminblog07,FALSE,https://www.ameba.jp/profile/general/minminblog07/,みんみん,既婚,,女性,,,,会社員放デイスタッフ
parenting toddlers,99,幸せだったはずの2年間は幻だった,https://ameblo.jp/e002p46/,"['保育園', '女の子パパ', 'イヤイヤ期', '1歳児', '子育て', '女の子', '育児', '', '', '']",e002p46,FALSE,https://www.ameba.jp/profile/general/e002p46/,ADHDママ（2人出産後に診断）,,,女性,,,,
parenting toddlers,100,ぴよぶろぐ,https://ameblo.jp/hikapiyoyo/,"['夏休み', 'ダンス', 'コストコ', 'ラーメン', 'ちいかわ', 'レモンサワー', 'プール']",hikapiyoyo,FALSE,https://www.ameba.jp/profile/general/hikapiyoyo/,ぴよ,,,,,,,
